,CompanyCode,Type,Market,Code,List,Last trade,Delist,Notes
689,231,Nil-paid rights 2019-11-1,HK Main,2958,2019-11-05,,,
690,245,Ordinary shares,HK Main,0245,1972-08-25,,,
691,263,Ordinary shares,HK Main,0263,1988-04-06,,,
692,263,Warrant 1992-12-3,HK Main,,1990-11-15,1992-12-28,1993-01-04,Expired
693,263,Nil-paid rights 2011-01-2,HK Main,2971,2011-01-12,2011-01-19,2011-01-20,Expired
694,263,Nil-paid rights 2015-03-1,HK Main,2932,2015-02-26,2015-03-05,2015-03-06,Expired
695,263,Nil-paid rights 2016-09-2,HK Main,2999,2016-09-15,2016-09-23,2016-09-26,Expired
696,279,Ordinary shares,HK Main,0279,1988-05-11,,,
697,279,Warrant 1996-11-2,HK Main,0923,1992-01-02,1996-11-26,1996-12-02,Expired
698,279,Warrant 1998-02-2,HK Main,1216,1997-01-17,1998-02-24,1998-03-02,Expired
699,279,Warrant 2001-05-0,HK Main,0712,1999-11-08,2001-04-26,2001-05-04,Expired
700,279,Nil-paid rights 2007-05-1,HK Main,2921,2007-05-02,2007-05-09,2007-05-10,Expired
701,279,Nil-paid rights 2008-07-0,HK Main,2942,2008-06-20,2008-06-27,2008-06-30,Expired
702,279,Nil-paid rights 2009-03-1,HK Main,2991,2009-03-03,2009-03-10,2009-03-11,Expired
703,279,Nil-paid rights 2012-05-0,HK Main,2901,2012-04-23,2012-04-30,2012-05-02,Expired
704,279,Nil-paid rights 2013-07-1,HK Main,2923,2013-06-27,2013-07-09,2013-07-10,Expired
705,290,Ordinary shares,HK Main,0290,2001-05-03,,,
706,376,Ordinary shares,HK Main,0376,1987-07-17,,,
707,376,Warrant 1994-12-3,HK Main,0560,1993-01-28,1994-12-23,1995-01-03,Expired
708,510,Ordinary shares,HK GEM,8122,2000-12-15,2008-02-29,2008-03-03,To main board
709,510,Ordinary shares,2000-12-15,2008-02-29,2008-03-03,To main board,HK Main,0510
710,510,Nil-paid rights 2003-11-1,HK GEM,8392,2003-11-06,2003-11-14,2003-11-17,Expired
711,510,Nil-paid rights 2004-05-1,HK GEM,8400,2004-04-28,2004-05-07,2004-05-10,Expired
712,510,Nil-paid rights 2007-11-1,HK GEM,8391,2007-11-01,2007-11-09,2007-11-12,Expired
713,510,Nil-paid rights 2009-04-0,HK Main,2998,2009-03-23,2009-04-01,2009-04-02,Expired
714,585,Ordinary shares,HK Main,0585,1997-03-10,,,
715,585,Warrant 2000-02-0,HK Main,0708,1998-02-09,2000-01-31,2000-02-08,Expired
716,585,Nil-paid rights 2004-05-0,HK Main,2908,2004-04-20,2004-04-29,2004-04-30,Expired
717,585,Nil-paid rights 2009-08-1,HK Main,2939,2009-08-04,2009-08-11,2009-08-12,Expired
718,585,Nil-paid rights 2010-05-0,HK Main,2903,2010-04-21,2010-04-30,2010-05-03,Expired
719,619,Ordinary shares,HK Main,0619,1993-07-16,,,
720,619,Warrant 1995-07-3,HK Main,0614,1993-07-16,1995-07-26,1995-07-31,Expired
721,619,Warrant 1997-08-2,HK Main,0651,1995-09-12,1997-08-25,1997-09-01,Expired
722,619,Warrant 1999-09-3,HK Main,0911,1997-09-29,1999-09-27,1999-10-04,Expired
723,619,Warrant 2001-02-2,HK Main,0637,2000-03-03,2001-02-23,2001-03-01,Expired
724,619,Warrant 2002-04-1,HK Main,0394,2001-04-20,2002-04-15,2002-04-19,Expired
725,619,Warrant 2003-06-2,HK Main,1204,2002-06-25,2003-06-17,2003-06-23,Expired
726,619,Warrant 2006-03-0,HK Main,0442,2005-03-07,2006-02-27,2006-03-03,Expired
727,619,Warrant 2008-10-2,HK Main,0740,2007-10-23,2008-10-17,2008-10-23,Expired
728,619,Nil-paid rights 2015-06-0,HK Main,2990,2015-05-27,2015-06-03,2015-06-04,Expired
729,619,Nil-paid rights 2016-08-0,HK Main,2991,2016-07-22,2016-07-29,2016-08-01,Expired
730,665,Ordinary shares,HK Main,0665,1996-08-06,,,
731,665,Warrant 1999-08-3,HK Main,0927,1997-09-29,1999-08-26,1999-09-01,Expired
732,665,Warrant 2002-10-3,HK Main,0699,1999-11-15,2002-10-28,2002-11-01,Expired
733,665,Nil-paid rights 2013-04-0,HK Main,2986,2013-03-25,2013-04-03,2013-04-05,Expired
734,665,Nil-paid rights 2014-05-2,HK Main,2903,2014-05-13,2014-05-20,2014-05-21,Expired
735,665,Nil-paid rights 2015-05-1,HK Main,2972,2015-05-05,2015-05-12,2015-05-13,Expired
736,665,Convertible Bond 2021-10-2,HK Main,5753,2016-10-26,,,
737,665,Note/bond 2018-02-2,HK Main,85712,2015-02-27,2018-02-21,2018-02-27,Expired
738,665,Note/bond 2019-09-1,HK Main,5801,2014-09-12,2019-09-06,2019-09-12,Expired
739,665,Note/bond 2020-07-2,HK Main,5867,2015-01-30,,,
740,665,Note/bond 2024-07-1,HK Main,4484,2019-07-22,,,
741,717,Ordinary shares,HK Main,0717,2007-04-24,,,
742,717,Nil-paid rights 2011-07-2,HK Main,2939,2011-07-18,2011-07-25,2011-07-26,Expired
743,717,Nil-paid rights 2015-05-2,HK Main,2978,2015-05-11,2015-05-18,2015-05-19,Expired
744,804,Ordinary shares,HK GEM,8097,2015-06-12,2017-06-07,2017-06-08,To main board
745,804,Ordinary shares,2015-06-12,2017-06-07,2017-06-08,To main board,HK Main,0804
746,812,Ordinary shares,HK Main,0812,2002-01-30,,,
747,812,Nil-paid rights 2019-04-1,HK Main,2919,2019-04-01,2019-04-09,2019-04-10,Expired
748,812,Note/bond 2018-05-2,HK Main,85716,2015-05-29,2018-05-23,2018-05-29,Expired
749,812,Note/bond 2019-05-1,HK Main,4499,2018-05-21,2019-05-07,2019-05-14,Expired
750,812,Note/bond 2019-05-1,HK Main,4487,2018-05-16,2019-05-08,2019-05-15,Expired
751,812,Note/bond 2021-04-1,HK Main,5983,2019-04-18,,,
752,821,Ordinary shares,HK GEM,8101,2001-04-09,2008-08-14,2008-08-15,To main board
753,821,Ordinary shares,2001-04-09,2008-08-14,2008-08-15,To main board,HK Main,0821
754,821,Nil-paid rights 2003-01-2,HK GEM,8393,2003-01-13,2003-01-21,2003-01-22,Expired
755,952,Ordinary shares,HK Main,0952,1997-09-24,,,
756,952,Nil-paid rights 2010-01-2,HK Main,2984,2010-01-14,2010-01-21,2010-01-22,Expired
757,952,Nil-paid rights 2011-09-2,HK Main,2950,2011-09-09,2011-09-19,2011-09-20,Expired
758,952,Nil-paid rights 2017-07-2,HK Main,2977,2017-07-18,2017-07-25,2017-07-26,Expired
759,1031,Ordinary shares,HK Main,1031,1996-07-23,,,
760,1031,Warrant 1998-12-3,HK Main,1164,1996-11-04,1998-12-23,1999-01-04,Expired
761,1031,Warrant 1999-12-3,HK Main,0932,1997-11-11,1999-12-24,2000-01-03,Expired
762,1031,Warrant 2002-02-1,HK Main,0653,2000-02-18,2002-02-06,2002-02-18,Expired
763,1031,Warrant 2010-06-1,HK Main,0741,2008-06-12,2010-06-04,2010-06-10,Expired
764,1073,Ordinary shares,HK GEM,8011,1999-11-25,2002-01-11,2002-01-14,To main board
765,1073,Ordinary shares,1999-11-25,2002-01-11,2002-01-14,To main board,HK Main,1073
766,1141,Ordinary shares,HK Main,1141,1998-03-12,,,
767,1141,Warrant 2001-09-2,HK Main,1099,1999-10-04,2001-01-19,2001-10-03,Expired
768,1141,Warrant 2014-03-0,HK Main,0649,2012-03-13,2014-03-04,2014-03-10,Expired
769,1141,Warrant 2016-01-2,HK Main,1392,2015-01-28,2016-01-21,2016-01-27,Expired
770,1141,Warrant 2017-02-1,HK Main,1153,2016-02-15,2017-02-08,2017-02-14,Expired
771,1141,Nil-paid rights 2012-03-0,HK Main,2986,2012-02-20,2012-02-27,2012-02-28,Expired
772,1375,PRC ordinary shares listed in HK,HK Main,1375,2014-06-25,,,
773,1428,Ordinary shares,HK Main,1428,2010-08-25,,,
774,1428,Nil-paid rights 2012-07-3,HK Main,2919,2012-07-19,2012-07-26,2012-07-27,Expired
775,1428,Nil-paid rights 2014-10-1,HK Main,2957,2014-10-03,2014-10-10,2014-10-13,Expired
776,1456,PRC ordinary shares listed in HK,HK Main,1456,2015-07-06,,,
777,1461,PRC ordinary shares listed in HK,HK Main,1461,2015-07-07,,,
778,1469,Ordinary shares,HK Main,1469,2016-04-08,,,
779,1476,PRC ordinary shares listed in HK,HK Main,1476,2015-10-15,,,
780,1776,PRC ordinary shares listed in HK,HK Main,1776,2015-04-10,,,
781,1776,A-share,Shen1,000776,2010-02-12,,,
782,1788,Ordinary shares,HK Main,1788,2010-07-08,,,
783,1788,Nil-paid rights 2014-09-2,HK Main,2942,2014-09-10,2014-09-17,2014-09-18,Expired
784,1788,Note/bond 2018-11-0,HK Main,5007,2017-11-10,2018-11-05,2018-11-09,Expired
785,1788,Note/bond 2022-01-1,HK Main,5518,2019-01-15,,,
786,2611,PRC ordinary shares listed in HK,HK Main,2611,2017-04-11,,,
787,2611,A-share,Shang,601211,,,,
788,2611,Note/bond 2022-03-1,HK Main,5853,2019-03-12,,,
789,2611,Note/bond 2022-03-1,HK Main,5883,2019-03-13,,,
790,2680,Ordinary shares,HK Main,2680,2018-09-14,,,
791,3329,Ordinary shares,HK Main,3329,2017-05-19,,,
792,3678,PRC ordinary shares listed in HK,HK Main,3678,2015-12-30,,,
793,3908,PRC ordinary shares listed in HK,HK Main,3908,2015-11-09,,,
794,3908,Note/bond 2021-09-1,HK Main,5155,2018-09-12,,,
795,3938,Ordinary shares,HK Main,3938,2019-09-30,,,
796,3958,PRC ordinary shares listed in HK,HK Main,3958,2016-07-08,,,
797,3958,A-share,Shang,600958,2015-03-23,,,
798,3958,Note/bond 2022-08-2,HK Main,5645,2019-08-21,,,
799,3958,Note/bond 2022-08-2,HK Main,5646,2019-08-21,,,
800,3958,Note/bond 2022-11-3,HK Main,5041,2017-12-01,,,
801,6030,PRC ordinary shares listed in HK,HK Main,6030,2011-10-06,,,
802,6030,A-share,Shang,600030,2003-01-06,,,
803,6030,Note/bond 2019-10-3,HK Main,5820,2014-10-31,2019-10-25,2019-10-31,Expired
804,6030,Note/bond 2020-04-2,HK Main,5426,2017-04-21,,,
805,6030,Note/bond 2021-12-1,HK Main,5473,2018-12-11,,,
806,6030,Note/bond 2022-04-2,HK Main,5427,2017-04-21,,,
807,6030,Note/bond 2022-10-2,HK Main,40032,2019-10-25,,,
808,6030,Note/bond 2024-10-2,HK Main,40033,2019-10-25,,,
809,6058,Ordinary shares,HK GEM,8407,2016-10-20,2019-01-02,2019-01-03,To main board
810,6058,Ordinary shares,2016-10-20,2019-01-02,2019-01-03,To main board,HK Main,6058
811,6058,Note/bond 2020-08-2,HK Main,5713,2019-09-02,,,
812,6066,PRC ordinary shares listed in HK,HK Main,6066,2016-12-09,,,
813,6099,PRC ordinary shares listed in HK,HK Main,6099,2016-10-07,,,
814,6099,A-share,Shang,600999,,,,
815,6178,PRC ordinary shares listed in HK,HK Main,6178,2016-08-18,,,
816,6178,A-share,Shang,601788,,,,
817,6806,PRC ordinary shares listed in HK,HK Main,6806,2019-04-26,,,
818,6806,A-share,Shen1,000166,2015-01-26,,,
819,6837,PRC ordinary shares listed in HK,HK Main,6837,2012-04-27,,,
820,6837,A-share,Shang,600837,2007-07-31,,,
821,6837,Note/bond 2020-04-2,HK Main,5892,2015-04-22,,,
822,6837,Note/bond 2023-12-1,HK Main,5482,2018-12-14,,,
823,6837,Note/bond 2023-12-1,HK Main,5483,2018-12-14,,,
824,6881,PRC ordinary shares listed in HK,HK Main,6881,2013-05-22,,,
825,6886,PRC ordinary shares listed in HK,HK Main,6886,2015-06-01,,,
826,6886,A-share,Shang,601688,2010-02-26,,,
827,6886,Note/bond 2022-05-2,HK Main,4530,2019-05-24,,,
828,8001,Ordinary shares,HK GEM,8001,2014-01-15,,,
829,8098,Ordinary shares,HK GEM,8098,2011-03-08,,,
830,8210,Ordinary shares,HK GEM,8210,2018-08-27,,,
