CompanyCode,Issuer,🌐,Formed,Issue,Shares,Stake,Holding date
00086,SUN HUNG KAI SECURITIES (OVERSEAS) LIMITED (orgdata.asp?p=246379),HK,1981-02-27,Ordinary shares, ,2010-12-31,2010-12-31
00086,SUN HUNG KAI SECURITIES (TRUSTEES) LIMITED (orgdata.asp?p=312757),HK,1985-11-01,Ordinary shares, ,2010-12-31,2010-12-31
00086,SUN HUNG KAI SECURITIES LIMITED (orgdata.asp?p=352861),HK,1987-10-20,Ordinary shares, ,2011-12-31,2011-12-31
00086,SUN HUNG KAI VENTURE CAPITAL LIMITED (orgdata.asp?p=354867),HK,1987-11-13,Ordinary shares, ,2010-12-31,2010-12-31
00086,SUN HUNG KAI WEALTH MANAGEMENT LIMITED (orgdata.asp?p=55731),HK,1990-12-21,Ordinary shares, ,2010-12-31,2010-12-31
00086,SUN TAI CHEUNG CREDITS LIMITED (orgdata.asp?p=51223),HK,1973-12-31,Ordinary shares, ,2008-12-31,2008-12-31
00086,SUN TAI CHEUNG FINANCE COMPANY LIMITED (orgdata.asp?p=203535),HK,1976-12-24,Ordinary shares, ,2010-12-31,2010-12-31
00086,SUN YI COMPANY LIMITED (orgdata.asp?p=69448),HK,1982-11-19,Ordinary shares, ,2010-12-31,2010-12-31
00086,Swan Islands Limited (orgdata.asp?p=1849168),VG,,Ordinary shares, ,2010-12-31,2010-12-31
00086,TEXGULF LIMITED (orgdata.asp?p=224122),HK,1979-07-20,Ordinary shares, ,2010-12-31,2010-12-31
00086,TIAN AN DEVELOPMENT COMPANY LIMITED (orgdata.asp?p=2019),HK,1985-06-04,Ordinary shares, ,1996-12-31,1996-12-31
00086,TO WAN DEVELOPMENT COMPANY LIMITED (orgdata.asp?p=207329),HK,1977-07-29,Ordinary shares, ,2010-12-31,2010-12-31
00086,TRIBRIDGE CAPITAL MANAGEMENT (CAYMAN) LIMITED (orgdata.asp?p=1849183),KY,,Ordinary shares, ,2010-12-31,2010-12-31
00086,"TUNG WO INVESTMENT COMPANY, LIMITED (orgdata.asp?p=201188)",HK,1976-07-16,Ordinary shares, ,2010-12-31,2010-12-31
00086,UAF Holdings Limited (orgdata.asp?p=30202),VG,,Ordinary shares, ,2010-12-31,2010-12-31
00086,UNITED ASIA FINANCE LIMITED (orgdata.asp?p=22922),HK,1991-01-29,Ordinary shares, ,2010-12-31,2010-12-31
00086,Upper Selection Investments Limited (orgdata.asp?p=1849169),VG,,Ordinary shares, ,2010-12-31,2010-12-31
00086,Upstand Assets Limited (orgdata.asp?p=2542543),VG,,Ordinary shares, ,2004-12-31,2004-12-31
00086,"WAH CHEONG DEVELOPMENT COMPANY, LIMITED (orgdata.asp?p=182460)",HK,1972-09-12,Ordinary shares, ,2010-12-31,2010-12-31
00086,WINEUR SECRETARIES LIMITED (orgdata.asp?p=251985),HK,1981-06-26,Ordinary shares, ,2010-12-31,2010-12-31
00086,YEE LI KO INVESTMENT LIMITED (orgdata.asp?p=213805),HK,1978-06-16,Ordinary shares, ,2010-12-31,2010-12-31
00086,Zeal Goal International Limited (orgdata.asp?p=1849170),VG,,Ordinary shares, ,2010-12-31,2010-12-31
00109,BEST TIME INVESTMENTS LIMITED (orgdata.asp?p=991695),HK,2003-03-28,Ordinary shares, ,2003-10-31,2003-10-31
00109,Dynamic Rich Limited (VG) (orgdata.asp?p=2492566),VG,,Ordinary shares, ,2004-12-31,2004-12-31
00109,JET UNITED INVESTMENT LIMITED (orgdata.asp?p=1282973),HK,2007-05-28,Ordinary shares, ,2011-09-30,2011-09-30
00109,MAGICON LIMITED (d2007-11-23) (orgdata.asp?p=24716),HK,2001-07-11,Ordinary shares, ,2004-06-30,2004-06-30
00109,Vital Tech Company Limited (orgdata.asp?p=2492567),VG,,Ordinary shares, ,2004-12-31,2004-12-31
00109,Well Pacific Investments Limited (orgdata.asp?p=17803),VG,,Ordinary shares, ,2003-03-04,2003-03-04
00109,West Marton Group Limited (orgdata.asp?p=15777),VG,,Ordinary shares,85,2001-06-30,2001-06-30
00172,Piper Jaffray Asia Holdings Limited (orgdata.asp?p=33516),HK,2002-07-02,Ordinary shares, ,2006-01-26,2006-01-26
00211,CROSBY INVESTMENT COMPANY LIMITED (orgdata.asp?p=275633),HK,1983-04-15,Ordinary shares, ,2014-03-31,2014-03-31
00211,DEVONIA DEVELOPMENT LIMITED (orgdata.asp?p=379252),HK,1988-09-23,Ordinary shares, ,2014-03-31,2014-03-31
00211,EVER-LONG ASSET MANAGEMENT LIMITED (orgdata.asp?p=132038),HK,1999-12-13,Ordinary shares, ,2014-03-31,2014-03-31
00211,EVER-LONG CAPITAL LIMITED (orgdata.asp?p=143832),VG,,Ordinary shares, ,2014-03-31,2014-03-31
00211,EVER-LONG FINANCE LIMITED (orgdata.asp?p=568757),HK,1993-05-04,Ordinary shares, ,2014-03-31,2014-03-31
00211,EVER-LONG HOLDINGS LIMITED (orgdata.asp?p=2362839),VG,,Ordinary shares, ,2003-10-31,2003-10-31
00211,EVER-LONG SECURITIES COMPANY LIMITED (orgdata.asp?p=11190),HK,1994-08-16,Ordinary shares, ,2014-03-31,2014-03-31
00211,Global Eagle Investments Limited (orgdata.asp?p=2492638),VG,,Ordinary shares, ,2004-12-31,2004-12-31
00211,HOOWIN LIMITED (orgdata.asp?p=241463),HK,1980-11-11,Ordinary shares, ,2014-03-31,2014-03-31
00211,LONG RIVER INVESTMENTS HOLDINGS LIMITED (orgdata.asp?p=150646),VG,,Ordinary shares, ,2014-03-31,2014-03-31
00211,STYLAND (INTERNATIONAL) LIMITED (orgdata.asp?p=289871),HK,1984-06-12,Ordinary shares, ,2014-03-31,2014-03-31
00211,Styland (Overseas) Limited (orgdata.asp?p=2441573),VG,,Ordinary shares, ,2003-12-31,2003-12-31
00211,STYLAND ENTERPRISES LIMITED (orgdata.asp?p=941805),HK,2002-04-17,Ordinary shares, ,2014-03-31,2014-03-31
00211,TREASURE PROFIT LIMITED (orgdata.asp?p=1730998),HK,2011-04-07,Ordinary shares, ,2014-03-31,2014-03-31
00221,EASY REACH (FAR EAST) LIMITED (orgdata.asp?p=1496549),HK,2009-07-02,Ordinary shares, ,2016-01-15,2016-01-15
00221,Loyal Fame International Limited (VG) (orgdata.asp?p=2518774),VG,,Ordinary shares, ,2012-12-31,2012-12-31
00318,Honest Pro (Holdings) Limited (orgdata.asp?p=1857262),VG,,Ordinary shares, ,2011-04-30,2011-04-30
00318,Kamboat Chinese Cuisine Company Limited (orgdata.asp?p=51021),VG,,Ordinary shares, ,2008-04-30,2008-04-30
00318,Tian Da Energy Holdings Limited (orgdata.asp?p=1857263),VG,,Ordinary shares, ,2011-04-30,2011-04-30
00335,Acetrade Investments Limited (orgdata.asp?p=40638),VG,,Ordinary shares, ,2006-03-31,2006-03-31
00335,EZ-FINANCIAL SERVICES LIMITED (orgdata.asp?p=11828),HK,1999-09-06,Ordinary shares, ,2000-09-29,2000-09-29
00335,UPBEST ASSETS MANAGEMENT LIMITED (orgdata.asp?p=19945),HK,1999-06-16,Ordinary shares, ,2009-03-31,2009-03-31
00335,UPBEST COMMODITIES COMPANY LIMITED (orgdata.asp?p=57327),HK,1982-09-03,Ordinary shares, ,2009-03-31,2009-03-31
00335,UPBEST FINANCIAL SERVICES LIMITED (orgdata.asp?p=40637),HK,2003-11-05,Ordinary shares, ,2006-03-31,2006-03-31
00335,UPBEST PRECIOUS METALS (ASIA) LIMITED (orgdata.asp?p=40639),HK,2005-11-09,Ordinary shares, ,2006-03-31,2006-03-31
00335,UPBEST SECURITIES COMPANY LIMITED (orgdata.asp?p=9844),HK,1994-10-06,Ordinary shares, ,2009-03-31,2009-03-31
00373,Allied Holding Investments Limited (orgdata.asp?p=2508266),VG,,Ordinary shares, ,2012-12-31,2012-12-31
00373,CAPSCORE LIMITED (orgdata.asp?p=329914),HK,1986-11-18,Ordinary shares, ,2012-12-31,2012-12-31
00373,CITIWEALTH INVESTMENT LIMITED (orgdata.asp?p=358320),HK,1987-12-29,Ordinary shares, ,2012-12-31,2012-12-31
00373,SUNHILL INVESTMENTS LIMITED (HK) (orgdata.asp?p=437995),HK,1990-09-11,Ordinary shares, ,2012-12-31,2012-12-31
00379,CR Investment Group Limited (orgdata.asp?p=1861240),VG,,Ordinary shares, ,2012-12-31,2012-12-31
00388,BOND CONNECT COMPANY LIMITED (orgdata.asp?p=11429675),HK,2017-06-06,Ordinary shares, ,2017-06-07,2017-06-07
00388,China Exchanges Services Company Limited (orgdata.asp?p=1939898),HK,2012-08-16,Ordinary shares, ,2012-09-26,2012-09-26
00388,HKEX Information Services Limited (orgdata.asp?p=319715),HK,1986-04-15,Ordinary shares, , , 
00388,HKEX International Limited (orgdata.asp?p=1905774),HK,2012-06-05,Ordinary shares, , , 
00388,HONG KONG FUTURES EXCHANGE LIMITED (orgdata.asp?p=966),HK,1976-12-17,Ordinary shares, ,2009-12-31,2009-12-31
00388,HONG KONG SECURITIES CLEARING COMPANY LIMITED (orgdata.asp?p=499),HK,1989-05-05,Ordinary shares, ,2009-12-31,2009-12-31
00388,Qianhai Mercantile Exchange Co Ltd (orgdata.asp?p=23230548),CN,2016-04,Ordinary shares, ,2018-12-31,2018-12-31
00388,STOCK EXCHANGE OF HONG KONG LIMITED (THE) (orgdata.asp?p=825),HK,1980-07-07,Ordinary shares, ,2009-12-31,2009-12-31
00397,Classictime Investments Limited (orgdata.asp?p=2474628),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00397,EASY CONNECT INVESTMENTS LIMITED (orgdata.asp?p=1710483),HK,2011-02-23,Ordinary shares, ,2013-12-31,2013-12-31
00397,FAST CHOICE LIMITED (orgdata.asp?p=1659480),HK,2010-10-07,Ordinary shares, ,2013-12-31,2013-12-31
00397,Golden Moral Investments Limited (orgdata.asp?p=2479855),VG,,Ordinary shares, ,2015-05-26,2015-05-26
00397,Hong Kong Gogreen Management Limited (orgdata.asp?p=1521145),HK,2009-09-18,Ordinary shares, ,2013-12-31,2013-12-31
00397,Hong Kong Jun Yang Management Limited (orgdata.asp?p=2007534),HK,2013-01-11,Ordinary shares, ,2013-12-31,2013-12-31
00397,Jun Yang Asset Management Company Limited (b2013-06-24) (orgdata.asp?p=2088779),HK,2013-06-24,Ordinary shares, ,2013-12-31,2013-12-31
00397,Jun Yang Corporate Finance Company Limited (b2013-04-05) (orgdata.asp?p=2045977),HK,2013-04-05,Ordinary shares, ,2013-12-31,2013-12-31
00397,Jun Yang Energy Holdings Limited (orgdata.asp?p=2065215),HK,2013-05-09,Ordinary shares, ,2013-12-31,2013-12-31
00397,Jun Yang Securities Company Limited (orgdata.asp?p=1378056),HK,2008-04-24,Ordinary shares, ,2013-12-31,2013-12-31
00397,Jun Yang Solar Power Investment Holdings Limited (orgdata.asp?p=2358713),KY,,Ordinary shares,"16,894",2016-11-01,2016-11-01
00397,Kang Hao (Hong Kong) Management Limited (orgdata.asp?p=2007825),HK,2013-01-14,Ordinary shares, ,2013-12-31,2013-12-31
00397,Key Winner Investments Limited (orgdata.asp?p=2646010),VG,,Ordinary shares, ,2016-10-19,2016-10-19
00397,Plenty Cash Investment Limited (orgdata.asp?p=2385723),VG,,Ordinary shares, ,2013-12-31,2013-12-31
00397,Power Asset Management Company Limited (orgdata.asp?p=2425526),HK,2015-05-26,Ordinary shares, ,2016-12-31,2016-12-31
00397,Power Corporate Finance Company Limited (orgdata.asp?p=2425530),HK,2015-05-26,Ordinary shares, ,2016-12-31,2016-12-31
00397,Power Properties Company Limited (orgdata.asp?p=1709481),HK,2011-02-22,Ordinary shares, ,2013-12-31,2013-12-31
00397,RECOR (Fuzhou) Electronic Ltd (orgdata.asp?p=8355),CN,,Equity joint venture, ,1998-03-31,1998-03-31
00397,Red Metro Limited (orgdata.asp?p=2584142),VG,,Ordinary shares, ,2016-05-26,2016-05-26
00397,Speedway Profit Limited (orgdata.asp?p=2358714),VG,,Ordinary shares, ,2013-12-31,2013-12-31
00397,Top Sense Worldwide Ltd (orgdata.asp?p=2661101),VG,,Ordinary shares, ,2015-12-31,2015-12-31
00412,Allied Weli Development Limited (orgdata.asp?p=12652),VG,1996-03-06,Ordinary shares, ,2003-12-31,2003-12-31
00412,BRILLIANT CROWN TRADING LIMITED (orgdata.asp?p=871560),HK,2000-07-07,Ordinary shares, ,2013-03-31,2013-03-31
00412,China Shandong Hi-Speed Capital Limited (orgdata.asp?p=22239680),VG,,Ordinary shares, ,2018-07-31,2018-07-31
00412,Coupeville Limited (orgdata.asp?p=2424011),VG,,Ordinary shares, ,2018-03-22,2018-03-22
00412,Equal Leader Limited (orgdata.asp?p=2424778),VG,,Ordinary shares, ,2013-03-12,2013-03-12
00412,Equity Leader Limited (orgdata.asp?p=2280639),VG,,Ordinary shares, ,2013-03-31,2013-03-31
00412,GREAT GAINS INTERNATIONAL LIMITED (orgdata.asp?p=50673),HK,1996-12-27,Ordinary shares, ,2013-03-31,2013-03-31
00412,Greater Chance Group Limited (orgdata.asp?p=2280637),VG,,Ordinary shares, ,2013-03-31,2013-03-31
00412,HERITAGE MANAGEMENT (HONG KONG) COMPANY LIMITED (orgdata.asp?p=923020),HK,2001-11-02,Ordinary shares, ,2013-03-31,2013-03-31
00412,High Heritage Group Limited (orgdata.asp?p=2280638),VG,,Ordinary shares, ,2013-03-31,2013-03-31
00412,HON Chinese Medicine Company Limited (orgdata.asp?p=1677518),HK,2010-11-22,Ordinary shares, ,2013-03-31,2013-03-31
00412,Mass Nation Investments Limited (orgdata.asp?p=2280636),VG,,Ordinary shares, ,2013-03-31,2013-03-31
00412,Power Global Limited (VG) (orgdata.asp?p=2280641),VG,,Ordinary shares, ,2016-03-31,2016-03-31
00412,PROSTAR HONG KONG LIMITED (orgdata.asp?p=922385),HK,2001-10-26,Ordinary shares, ,2013-03-31,2013-03-31
00412,RAINBOW FAIR DEVELOPMENT LIMITED (orgdata.asp?p=891564),HK,2001-01-03,Ordinary shares, ,2013-03-31,2013-03-31
00412,Rightmind Developments Limited (orgdata.asp?p=2638310),VG,,Ordinary shares, ,2005-01-25,2005-01-25
00412,Waytech Limited (VG) (orgdata.asp?p=2280640),VG,,Ordinary shares, ,2013-03-31,2013-03-31
00474,FAIRICH INVESTMENT LIMITED (orgdata.asp?p=632713),HK,1994-06-21,Ordinary shares, ,2013-03-31,2013-03-31
00474,GOLDEN HOPE HOLDINGS LIMITED (orgdata.asp?p=1113442),HK,2005-04-23,Ordinary shares, ,2013-03-31,2013-03-31
00474,GRAND CAST LIMITED (orgdata.asp?p=743917),HK,1997-02-05,Ordinary shares, ,2013-03-31,2013-03-31
00474,Hao Tian Capital Company Limited (orgdata.asp?p=2460979),HK,2015-08-12,Ordinary shares, ,2016-08-08,2016-08-08
00474,Hao Tian Finance Company Limited (orgdata.asp?p=1834971),HK,2011-12-08,Ordinary shares,"910,000,000",2015-05-15,2015-05-15
00474,Hao Tian Media & Culture Company Limited (orgdata.asp?p=22879422),VG,,Ordinary shares, ,2019-02-13,2019-02-13
00474,Win Team Investments Limited (VG) (orgdata.asp?p=2327757),VG,,Ordinary shares, ,2019-02-15,2019-02-15
00474,WINBOX COMPANY LIMITED (orgdata.asp?p=58072),HK,1985-05-07,Ordinary shares, ,2013-03-31,2013-03-31
00474,WINPAC INTERNATIONAL LIMITED (orgdata.asp?p=618656),HK,1994-03-10,Ordinary shares, ,2013-03-31,2013-03-31
00474,WINPAC TRADING CO. LIMITED (orgdata.asp?p=1057088),HK,2004-06-30,Ordinary shares, ,2013-03-31,2013-03-31
00530,Cheng Mei Holdings Limited (orgdata.asp?p=2008188),VG,,Ordinary shares, ,2012-06-30,2012-06-30
00530,Country Lofty Limited (orgdata.asp?p=2008189),VG,,Ordinary shares, ,2012-06-30,2012-06-30
00530,Dynasty Select Limited (orgdata.asp?p=1809374),HK,2011-09-07,Ordinary shares, ,2012-06-30,2012-06-30
00530,Goldin Factoring (China) Development Limited (orgdata.asp?p=2008186),VG,,Ordinary shares, ,2012-06-30,2012-06-30
00530,Goldin Factoring Holdings Limited (orgdata.asp?p=2008187),VG,,Ordinary shares, ,2012-06-30,2012-06-30
00530,GOLDIN FINANCIAL PLAN LIMITED (orgdata.asp?p=1462436),HK,2009-03-11,Ordinary shares, ,2012-06-30,2012-06-30
00530,GOLDIN FUND LIMITED (orgdata.asp?p=1466755),HK,2009-03-19,Ordinary shares, ,2012-06-30,2012-06-30
00530,Matsunichi Goldbase Limited (orgdata.asp?p=1438282),HK,2008-12-03,Ordinary shares, ,2012-06-30,2012-06-30
00530,Pan Asia Sat Media Ltd (orgdata.asp?p=20588),VG,,Ordinary shares, ,2004-12-31,2004-12-31
00530,Rich Region Holdings Limited (orgdata.asp?p=9221688),VG,,Ordinary shares, ,2016-12-22,2016-12-22
00530,Victory Bright Holdings Limited (VG) (orgdata.asp?p=2008190),VG,,Ordinary shares, ,2012-06-30,2012-06-30
00559,DeTai Finance Limited (orgdata.asp?p=1774874),HK,2011-07-08,Ordinary shares, ,2018-06-30,2018-06-30
00559,Dongguan United Art Plastic Products Limited (orgdata.asp?p=7424),CN,,Ordinary shares, ,1996-12-19,1996-12-19
00605,GOLDEN BAUHINIA INVESTMENT HOLDINGS COMPANY LIMITED (orgdata.asp?p=2369081),HK,2015-01-09,Ordinary shares, ,2015-02-27,2015-02-27
00622,Ace Energy Holdings Limited (orgdata.asp?p=8426973),VG,,Ordinary shares, ,2017-04-05,2017-04-05
00622,Enerchina Investments Limited (orgdata.asp?p=8426999),VG,,Ordinary shares, ,2018-05-17,2018-05-17
00622,Enerchine Value Investments Limited (orgdata.asp?p=2443166),VG,,Ordinary shares, ,2015-07-02,2015-07-02
00622,Ideal Principles Limited (orgdata.asp?p=1929771),VG,,Ordinary shares, ,2013-12-31,2013-12-31
00622,Kenson Investment Limited (VG) (orgdata.asp?p=2466730),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00622,Multiwin Corporation (orgdata.asp?p=2622057),VG,,Ordinary shares, ,2016-07-19,2016-07-19
00622,Rado International Limited (orgdata.asp?p=8427516),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00622,SAN DINO LIMITED (orgdata.asp?p=13000),HK,1986-06-03,Ordinary shares, ,1999-08-31,1999-08-31
00622,Satinu Resources Group Ltd. (orgdata.asp?p=2686911),VG,2016-08,Ordinary shares, ,2018-06-30,2018-06-30
00622,Sinolink Industrial Limited (orgdata.asp?p=8427575),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00622,Sunny Fortune Investments Limited (orgdata.asp?p=1900955),VG,,Ordinary shares, ,2012-05-27,2012-05-27
00622,Supreme All Investments Limited	 (orgdata.asp?p=2466732),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00622,Win Wind Capital Limited (orgdata.asp?p=1989975),VG,1998-04-28,Ordinary shares,"115,425,007",2018-07-24,2018-07-24
00668,Albion Agents Limited (orgdata.asp?p=2496419),VG,,Ordinary shares, ,2005-03-31,2005-03-31
00730,SCG Investment (BVI) Limited (orgdata.asp?p=2508898),VG,,Ordinary shares, ,2012-12-31,2012-12-31
00736,Able Up Investment Limited (VG) (orgdata.asp?p=2618978),VG,,Ordinary shares, ,2016-03-31,2016-03-31
00736,Allied China Development Limited (VG) (orgdata.asp?p=2618981),VG,,Ordinary shares, ,2016-03-31,2016-03-31
00736,Bigfair International Limited (orgdata.asp?p=2502790),VG,,Ordinary shares, ,2016-03-31,2016-03-31
00736,Liqun Investments Limited (orgdata.asp?p=2618982),VG,,Ordinary shares, ,2016-03-31,2016-03-31
00736,Luck Grow Group Limited (orgdata.asp?p=2618980),VG,,Ordinary shares, ,2016-03-31,2016-03-31
00736,Triglory Group Limited (orgdata.asp?p=2618979),VG,,Ordinary shares, ,2016-03-31,2016-03-31
00764,Riche (BVI) Limited (orgdata.asp?p=1851490),VG,,Ordinary shares, ,2012-12-31,2012-12-31
00767,Best Harvest Asia Limited (orgdata.asp?p=2545312),VG,,Ordinary shares, ,2013-04-30,2013-04-30
00767,BLOOMING FAITH DEVELOPMENT LIMITED (orgdata.asp?p=1798580),HK,2011-08-02,Ordinary shares, ,2013-12-31,2013-12-31
00767,CREATE WORLD ENTERPRISES DEVELOPMENT LIMITED (orgdata.asp?p=1799605),HK,2011-08-03,Ordinary shares, ,2013-12-31,2013-12-31
00767,GLORY CREATOR LIMITED (orgdata.asp?p=2398550),HK,2015-03-27,Ordinary shares, ,2016-08-08,2016-08-08
00767,JOY WEALTH FINANCE LIMITED (orgdata.asp?p=1679273),HK,2010-11-25,Ordinary shares, ,2013-12-31,2013-12-31
00767,SMART SOURCE CORPORATION LIMITED (orgdata.asp?p=1596706),HK,2010-04-29,Ordinary shares, ,2013-12-31,2013-12-31
00986,Gold Castle Group Limited (orgdata.asp?p=2617019),VG,,Ordinary shares, ,2016-03-31,2016-03-31
00986,GREAT LUCK FINANCE LIMITED (orgdata.asp?p=2317614),HK,2014-09-08,Ordinary shares, ,2015-10-16,2015-10-16
00986,ORIENT TIME INVESTMENT LIMITED (orgdata.asp?p=2371234),HK,2015-01-15,Ordinary shares, ,2015-05-11,2015-05-11
00986,Pure Power Holdings Limited (orgdata.asp?p=2293227),VG,2010-04-01,Ordinary shares, ,2014-01-24,2014-01-24
00986,Starfame Investments Limited (orgdata.asp?p=2369151),VG,,Ordinary shares, ,2014-09-30,2014-09-30
00993,Allied Year Limited (VG) (orgdata.asp?p=22325788),VG,,Ordinary shares, ,2017-05-14,2017-05-14
00993,Ample Professional Limited (orgdata.asp?p=9224567),VG,,Ordinary shares, ,2017-02-19,2017-02-19
00993,Benefit Team Limited (orgdata.asp?p=22325725),VG,,Ordinary shares, ,2017-05-14,2017-05-14
00993,CHEER GAIN INTERNATIONAL LIMITED (d2011-10-14) (orgdata.asp?p=1252633),HK,2007-01-26,Ordinary shares, ,2011-04-30,2011-04-30
00993,Concept Pioneer Limited (orgdata.asp?p=9221978),VG,,Ordinary shares, ,2016-12-31,2016-12-31
00993,Dragongate Ventures Limited (orgdata.asp?p=9220299),VG,,Ordinary shares, ,2016-12-07,2016-12-07
00993,Dynasty Jade Holdings Limited (orgdata.asp?p=9224304),VG,,Ordinary shares, ,2016-12-30,2016-12-30
00993,Firstmount International Limited (orgdata.asp?p=1849658),VG,,Ordinary shares, ,2011-04-30,2011-04-30
00993,LEE FUNG HONG BULLION LIMITED (orgdata.asp?p=449101),HK,1991-01-29,Ordinary shares, ,2011-04-30,2011-04-30
00993,Linewear Assets Limited (orgdata.asp?p=1851316),VG,,Ordinary shares, ,2018-09-05,2018-09-05
00993,SIMSEN ASSET MANAGEMENT (ASIA) LIMITED (orgdata.asp?p=562028),HK,1993-03-23,Ordinary shares, ,2011-04-30,2011-04-30
00993,Skymart Global Limited (orgdata.asp?p=2388713),HK,2015-03-05,Ordinary shares, ,2016-12-31,2016-12-31
00993,Sonic Power Holdings Limited (orgdata.asp?p=22325724),VG,,Ordinary shares, ,2017-05-14,2017-05-14
00993,Tuxedo Enterprises Limited (orgdata.asp?p=1851328),VG,,Ordinary shares, ,2009-12-02,2009-12-02
01019,CCIA Holdings Limited (orgdata.asp?p=2363653),VG,,Ordinary shares, ,2013-12-31,2013-12-31
01019,CFSH (Macau) Limited (orgdata.asp?p=1678013),HK,2010-11-23,Ordinary shares, ,2013-12-31,2013-12-31
01019,CIB HOLDINGS LIMITED (HK) (orgdata.asp?p=1692687),HK,2010-12-30,Ordinary shares, ,2013-12-31,2013-12-31
01019,Clever Path Holdings Limited (orgdata.asp?p=2363657),VG,,Ordinary shares, ,2013-12-31,2013-12-31
01019,Convoy (BVI) Limited (orgdata.asp?p=2363559),VG,2010-03-09,Ordinary shares, ,2016-09-29,2016-09-29
01019,CONVOY BEIJING HOLDINGS LIMITED (orgdata.asp?p=1722698),HK,2011-03-22,Ordinary shares, ,2013-12-31,2013-12-31
01019,CONVOY CAPITAL HONG KONG LIMITED (orgdata.asp?p=1816807),HK,2011-10-11,Ordinary shares, ,2014-12-31,2014-12-31
01019,Convoy China Limited (orgdata.asp?p=2363587),VG,,Ordinary shares, ,2013-12-31,2013-12-31
01019,CONVOY FINANCIAL HOLDINGS LIMITED (orgdata.asp?p=1711917),HK,2011-02-25,Ordinary shares, ,2013-12-31,2013-12-31
01019,Convoy Fund Management Limited (orgdata.asp?p=23099560),KY,,Ordinary shares, ,2015-12-31,2015-12-31
01019,Convoy International Holdings Limited (orgdata.asp?p=2363656),VG,,Ordinary shares, ,2013-12-31,2013-12-31
01019,Convoy International Property Consulting Company Limited (orgdata.asp?p=2271116),HK,2014-05-21,Ordinary shares, ,2014-12-31,2014-12-31
01019,JFA Capital (orgdata.asp?p=2654156),KY,,Ordinary shares, ,2016-06-30,2016-06-30
01019,Prosper Ocean Investments Limited (orgdata.asp?p=2363560),VG,,Ordinary shares, ,2013-12-31,2013-12-31
01019,Waller Holdings Limited (orgdata.asp?p=10512460),VG,2014-11-17,Ordinary shares, ,2017-05-17,2017-05-17
01220,Successful Gold Profits Limited (orgdata.asp?p=2697751),VG,,Ordinary shares, ,2005-03-31,2005-03-31
01273,HKF Overseas Limited (orgdata.asp?p=12665668),VG,2013-02-06,Ordinary shares, ,2013-09-17,2013-09-17
01669,GIC (Overseas) Holdings Limited (orgdata.asp?p=2357214),VG,2014-01-20,Ordinary shares, ,2014-11-28,2014-11-28
01669,GITI (Overseas) Limited (orgdata.asp?p=2357227),VG,2014-01-20,Ordinary shares, ,2014-11-28,2014-11-28
00064,Gain Huge Limited (VG) (orgdata.asp?p=49331),VG,,Ordinary shares, ,2008-03-31,2008-03-31
00064,More Profit International Limited (VG) (orgdata.asp?p=49332),VG,,Ordinary shares, ,2008-03-31,2008-03-31
00064,PACIFIC CHALLENGE CORPORATE FINANCE LIMITED (orgdata.asp?p=18116),HK,2000-09-06,Ordinary shares, ,2008-03-31,2008-03-31
00064,Reality Profile Limited (orgdata.asp?p=38810),VG,,Ordinary shares, ,2008-03-31,2008-03-31
00111,CINDA INTERNATIONAL ASSET MANAGEMENT LIMITED (orgdata.asp?p=15352),HK,1993-04-20,Ordinary shares, ,2009-12-31,2009-12-31
00111,CINDA INTERNATIONAL CAPITAL LIMITED (orgdata.asp?p=9754),HK,1997-09-01,Ordinary shares, ,2009-12-31,2009-12-31
00111,CINDA INTERNATIONAL FUTURES LIMITED (orgdata.asp?p=49419),HK,1994-04-26,Ordinary shares, ,2009-12-31,2009-12-31
00111,CINDA INTERNATIONAL INVESTMENT CONSULTANT LIMITED (orgdata.asp?p=59577),HK,1994-02-17,Ordinary shares, ,2009-12-31,2009-12-31
00111,CINDA INTERNATIONAL INVESTMENT MANAGEMENT LIMITED (orgdata.asp?p=49418),HK,1994-03-22,Ordinary shares, ,2010-12-31,2010-12-31
00111,CINDA INTERNATIONAL SECURITIES LIMITED (orgdata.asp?p=20296),HK,1997-12-05,Ordinary shares, ,2009-12-31,2009-12-31
00111,Cinda Plunkett International Holdings Limited (orgdata.asp?p=2131318),KY,,Ordinary shares, ,2012-12-31,2012-12-31
00188,BILL LAM & ASSOCIATES LIMITED (orgdata.asp?p=264998),HK,1982-06-01,Ordinary shares, ,2012-06-30,2012-06-30
00188,BILLION ON DEVELOPMENT LIMITED (orgdata.asp?p=486096),HK,1991-11-26,Ordinary shares, ,2012-06-30,2012-06-30
00188,Dragon Sphere (HK) Holdings Limited (orgdata.asp?p=1909436),HK,2012-06-12,Ordinary shares, ,2012-06-30,2012-06-30
00188,Dragon Tycoon (HK) Holdings Limited (orgdata.asp?p=1909455),HK,2012-06-12,Ordinary shares, ,2012-06-30,2012-06-30
00188,Festival Developments Limited (orgdata.asp?p=2411957),VG,,Ordinary shares, ,2012-12-31,2012-12-31
00188,kingsway Asset Management Group Limited (orgdata.asp?p=2134505),VG,,Ordinary shares, ,2012-06-30,2012-06-30
